uniq_id,categ,label
edec3bb5df9c4bc618752e94532bb36e,Home_Decor_And_Festive_Needs,Train
cc2acb156df3202f172b280132ab459a,Home_Furnishing,Train
8c81ed9792bee1c2d6c3b8289d80eece,Watches,Train
15a0364d0efc54d4e272a49f85b149fc,Watches,Train
9a02f44389bda4c60e7dc23947dbca58,Beauty_and_Personal_Care,Train
789cf5578f48577a44586fca3adc35d0,Home_Furnishing,Train
948699ab8c947ce56c256f9cf7996761,Baby_Care,Train
2110699b945ae766c8b8112038ac58b9,Kitchen_And_Dining,Train
b0229d4466ac60c7ba53c7ce9fabad7c,Home_Decor_And_Festive_Needs,Train
c6adf41cd378b1f6a7ac62675b060411,Home_Decor_And_Festive_Needs,Train
2c475daafe597ed93c1e27fcaa38d8cc,Computers,Train
26989e846c2096a5b59b59cbea2cc7ab,Computers,Train
dd9a5979c32bbdd836984529af862303,Home_Furnishing,Train
c44a5dc5b5ebe5b3e0535b7c2b7921e4,Baby_Care,Train
9993de7e2bcced43dc9edb3b2c81f23d,Beauty_and_Personal_Care,Train
2baa415ebcc4fe563ce13b50e60efc1c,Kitchen_And_Dining,Train
49852d7f69839e0b1006adc55d56938a,Home_Furnishing,Train
cc24426f00c1cf9ae0bf76e8bd23c336,Home_Furnishing,Train
6057d1b6682ab473a3fe2ca8b4577259,Computers,Train
6e6694c52c9273cde2163d34d5b44e94,Home_Decor_And_Festive_Needs,Train
7436c011ebdfd24b56a77893f210ed3b,Home_Furnishing,Train
2580f7559802e4e5e3695fda6cbfc317,Computers,Train
723e472f98180745980efe32411d30c6,Beauty_and_Personal_Care,Train
3aaa50eb5d2cf4c18b57346423871624,Baby_Care,Train
c8f42da0f9f695f07067676eae4135c8,Kitchen_And_Dining,Train
747b170919791d6111847d3485b5b77b,Beauty_and_Personal_Care,Train
597a9549a3e397d52dca62ee47b1f60a,Home_Furnishing,Train
a541b3aba326d7749b4c086c3cea9273,Baby_Care,Train
30ab693b54e99a469a1152b5db14aa40,Baby_Care,Train
fd53c8ed19e77c3e65d767e6aee5fad7,Computers,Train
6329ddb46087cb8c09ced95471dd9643,Computers,Train
01089dc3618a0ab7304d784ef400b83d,Computers,Train
e2cec0756030a25f294ead3acc0570d2,Watches,Train
bd14484c68d8a2992a6fecad36bd9f37,Home_Furnishing,Train
2476ae5a5e045876aa08f5919cb3b91b,Home_Furnishing,Train
9d279c825ba12804c337f883b366a6e2,Home_Decor_And_Festive_Needs,Train
2d4f1232af970bd19881ceacad6ccfe3,Beauty_and_Personal_Care,Train
4676a8f96abb86c5d1dc5b06c7a11d95,Beauty_and_Personal_Care,Train
0131e5d87b72877702d536299cf83b75,Kitchen_And_Dining,Train
02127f52e96fb72c66bf081d25104ef8,Kitchen_And_Dining,Train
b5d1b8ef70b1ce27726f7f6c2f373e56,Kitchen_And_Dining,Train
43da6e88dcb61e027ea9112cfab158ee,Home_Furnishing,Train
32da1bbf4f523bc8a8735701ce4b7726,Baby_Care,Train
78fcb634d9838127464d827234ab05ad,Kitchen_And_Dining,Train
97fba8a02361aa56eaa9fa51bc1d7661,Watches,Train
62cbea6012792cdbe5ff7cac2a6b76d0,Watches,Train
601817defaff9d0e30e1b72f96d3975f,Baby_Care,Train
86b358a265312c139e5714e663daff05,Watches,Train
51eb5d22eda4be2a409a336651c50bb1,Watches,Train
283e2c4d728bdb193834d876ec27e6dd,Home_Furnishing,Train
11f06dffebf7edf9e15351834a190c2c,Baby_Care,Train
b1c7aa8e0f50e7ee73ed30d12af1a961,Computers,Train
3fa21f35257649e1513ca4ce22c6a68c,Watches,Train
f9a8320c182841024f47ebcba284085a,Baby_Care,Train
f8794f7a06b530782c66f7c0911bb437,Kitchen_And_Dining,Train
95feec21a9d076cff084159d61bf9b8e,Baby_Care,Train
c997312abfa36281d41366cb4a3b908e,Kitchen_And_Dining,Train
c705a5735a94aeee547d1798e3e46ec4,Watches,Train
90e56526f4c5892beac49f262b85150a,Baby_Care,Train
470ff3c4e22d237f5a75ac07225e513e,Computers,Train
d1899ab1d5c79ddaa311bc9f04d198ed,Computers,Train
fc9a650d545a50c72556bed0df59efa1,Computers,Train
dfecd0265b899cb36fbb1fddc6f861a4,Computers,Train
5bc04e6a0b6256dc78bb9cb22b39ef41,Computers,Train
9d20743a61f62fe6f9cdc5ff24d46d23,Beauty_and_Personal_Care,Train
2d50e4c6ccf8befe9335ac8f97a11712,Beauty_and_Personal_Care,Train
a41371b2f8859b015031f0d5eda5184c,Computers,Train
bba68d75eff1b7b5eef7f6c1c68f2227,Home_Furnishing,Train
2abb35d6affd2796e664349a747bd302,Beauty_and_Personal_Care,Train
4e57e21d903b752a6b5aa496a43f1590,Computers,Train
894904e26516d491bf1c7711fe800e78,Watches,Train
9c4ab8ab059c912090c83cb0818e7f1c,Home_Decor_And_Festive_Needs,Train
9e07a3eeee6aa9e656106281cdd30d67,Home_Decor_And_Festive_Needs,Train
7f2f1f3039d1f5bc23226fc36577eab9,Computers,Train
8963e56482bbd3e9d05e0709d61ee0ca,Beauty_and_Personal_Care,Train
a79117ea49a0533f641facdb4c99f502,Home_Furnishing,Train
2e3586dc60df258c5478446d65a317d2,Home_Decor_And_Festive_Needs,Train
9c8fdf6c9c631d0892e9a6f55a4a2fd2,Beauty_and_Personal_Care,Train
10b6738d7058738a9a7d107bbb2833f4,Home_Furnishing,Train
51dc964c7a47293ff0ed0c6912813722,Beauty_and_Personal_Care,Train
c38eb8abdaa1d8c28bc8c262761dfbc5,Kitchen_And_Dining,Train
b7214d4c357e3f7acae72fcbe7d31afe,Computers,Train
6858fd9265d348803b18667fe43cd054,Home_Furnishing,Train
cf1be83386eb96b2ab9598944ebca6fc,Home_Furnishing,Train
df11d370920e09a2985e574ffd9b0ff1,Beauty_and_Personal_Care,Train
5c0fe2919e49f30aff91d46800cdf149,Home_Decor_And_Festive_Needs,Train
28401ff0dbc191d34c2f1103e78e082a,Home_Furnishing,Train
b48218a94e220c20373ed50dc4254093,Beauty_and_Personal_Care,Train
281dfd9b94b34362c295b3e5f8da5dfa,Computers,Train
873a955df5a2f677a41a7efc94060e41,Baby_Care,Train
aa82b75da7579007963e53b6f818281b,Beauty_and_Personal_Care,Train
118b411bf265538461b084ce7abd55a8,Kitchen_And_Dining,Train
f74476ba64365d97a5be7d375cbf4c7a,Watches,Train
d0fee79693c7dc3132d30491323b6407,Baby_Care,Train
40d7d3d1961236dd814e15592fa52994,Home_Decor_And_Festive_Needs,Train
fa6f5eb34be4ad5daec225bfe09f2414,Beauty_and_Personal_Care,Train
6ae332e2bafd23267caedfcc4453257c,Home_Decor_And_Festive_Needs,Train
b19c9174113c2b9288157e14c48a8250,Watches,Train
c205b200b10aab43be31df8fc1db6d86,Watches,Train
a3dea07b2f7bf48276d32513091be717,Kitchen_And_Dining,Train
a85a7dbd31267a7b02eda3a4d484632d,Beauty_and_Personal_Care,Train
fb733e04ff2d72c59d8513eb574e81a2,Kitchen_And_Dining,Train
e33795f66b2a42ac56095ae704ab25b6,Beauty_and_Personal_Care,Train
d77279c8268e231b685cdbaf299e83f2,Watches,Train
8b7a51c69b47f4714b5f7131077b5d30,Home_Decor_And_Festive_Needs,Train
8c62cbbd23958ae380fea906f6b5a994,Baby_Care,Train
4f6006b716c6546033fbaf9ff32de577,Home_Furnishing,Train
5338c00e0ddaec0f3af737077e0bbd91,Watches,Train
c2e71e7c97489d4efa5eab796ae354ac,Computers,Train
a4d9e71172f619f8e3122e34bb0bf3cc,Home_Decor_And_Festive_Needs,Train
ad08a6efe82576ab162a9336feff647f,Computers,Train
e1e133cbe616bee3b3e9e6f4f0882e3d,Kitchen_And_Dining,Train
e24ef34ede03630207f0d367f633d8ea,Watches,Train
30305ade337a4dde171afb90141bcaaa,Watches,Train
5eec66ec172ce096cd4e5c947686b56a,Baby_Care,Train
73523a8cc9a5c04a010d0307f2f2827a,Kitchen_And_Dining,Train
d218c32df572e82db50faecd62179db2,Home_Furnishing,Train
00d84a518e0550612fcfcba3b02b6255,Beauty_and_Personal_Care,Train
fc8ff72b68b0f3736a9aff8f03aa712f,Kitchen_And_Dining,Train
5a5bb03499009f35759258263fc834a3,Computers,Train
a371cfcae8c6ec3b82ae37a83a8ae9b9,Home_Furnishing,Train
5db6bd89da44841c1a5b686e67137704,Watches,Train
4d638f7a608a76db27cd7bab13582a93,Baby_Care,Train
62c35de4df27437d3597963fac55a8b6,Watches,Train
cf6a4daf0e795838061b0eb832bbc99d,Home_Furnishing,Train
b144a363c107c7bdd91f32d6e28ba6f2,Watches,Train
8aa19c1f26ee1f256d4c3ab5f2f849be,Watches,Train
a30aa3b765b613c158fd3a295ed934fa,Home_Furnishing,Train
ffc2e1fc7c886ec09a331040ada038aa,Home_Furnishing,Train
b78586222de9a1095d0a9d88455ee75f,Home_Decor_And_Festive_Needs,Train
d407ab825e1a266635214bfe893f29c4,Computers,Train
c36ea960a14f164ee0f39ad6beb3796a,Watches,Train
216c6c3527984be3d7ad9023d5cd9bd1,Home_Decor_And_Festive_Needs,Train
059bc43e03e1824a9ab6466e32e5f137,Watches,Train
a231459c1562ee1117e95a61128820b7,Beauty_and_Personal_Care,Train
39242e5488cf65d8d59eccb2b80e4a65,Home_Furnishing,Train
86089ddd9f9e52127ce838f210f776d7,Baby_Care,Train
b46d7b8e6826ad4c8b40a991da0f54d7,Kitchen_And_Dining,Train
282102897daa1c2513cf76837a8d5a4c,Home_Decor_And_Festive_Needs,Train
fe1bd3e2be8112198506daecbac7dc5c,Beauty_and_Personal_Care,Train
6776795cc4521a0cb0d54059649f7d72,Watches,Train
3830dda3491cd5b28ed42ae544bc44f0,Kitchen_And_Dining,Train
bc2aaae47829fd5825f6cc2ec51c2c5f,Beauty_and_Personal_Care,Train
7821fb1cbf8d3bb294c3c20527119f15,Beauty_and_Personal_Care,Train
705b90361aeda1849a728d80625a78a9,Baby_Care,Train
51c9062e6538c787b14a75a6a7cb7fb3,Watches,Train
c65fa0b38ab99792630468bd7dd26416,Beauty_and_Personal_Care,Train
ae45b64d808a883aa35f2bf4de879cac,Baby_Care,Train
8a15fa23b8c39ac1c7eaac94cbbe6fc6,Watches,Train
3ba13df7877fd979d64c87c7586a5ca6,Home_Decor_And_Festive_Needs,Train
621a88993a7033df3440ec816c2e386f,Computers,Train
8ec6ee9814a27423e66c3c9ea26f77aa,Home_Furnishing,Train
b6c339777814451815fe7950fd4c8536,Beauty_and_Personal_Care,Train
0d3e1dc0d38be59e9927e47f152e48aa,Kitchen_And_Dining,Train
66b75f053cb7626f49f1a9bffe77b451,Watches,Train
6f9c169adda9b562a841a9cf54b16f06,Watches,Train
321f2ab0dd243778c87ac63ace6639f4,Watches,Train
a76bf8400b3dbcdbe5a5678f4a8ea0f6,Computers,Train
6325bf868b9040a0599f257aba42e9e0,Baby_Care,Train
6136976dc5a433cdf8e2559b8510bdce,Computers,Train
71ff6abd7764f2a42fcbefc11429be2d,Watches,Train
4019ad332ca3ce22449ff54fdd49a273,Watches,Train
bcb8e456728013a90ba66ab3b1b783ad,Computers,Train
dbca6ab4ebf827884073e2890388b744,Baby_Care,Train
9743e6d1c9f3180483825fe4d2e97836,Computers,Train
18bd9b88e23b82fd19f8ab0c9cad6a1a,Home_Decor_And_Festive_Needs,Train
414d2065e1aed847064bcf14538eabc8,Home_Furnishing,Train
3b80ac036843b278083fabfd9a3c84ff,Kitchen_And_Dining,Train
f3dec6a97225941bf9c3213e73943bd3,Home_Furnishing,Train
caabe6014b914fe2874a9a8d7284f79b,Home_Decor_And_Festive_Needs,Train
5531b9f454e2d75cfe00c3f795e06de5,Kitchen_And_Dining,Train
f386f28cbc2ca9a63b5dc7a8fe6d5098,Beauty_and_Personal_Care,Train
cdf4aedfc9420a2e212fb64e2688bcdc,Kitchen_And_Dining,Train
08e8af585235d7403ca2b7b56a51a6d4,Home_Furnishing,Train
607dc41467008ee7a8dba0276f180f63,Kitchen_And_Dining,Train
f2751cf0dd59d223cacbc5da5df42a1a,Kitchen_And_Dining,Train
8e961e4fd248c9496ca54808d2d2b25f,Computers,Train
3e2b2a04696f7d83a7835e9894d79df7,Baby_Care,Train
e426290a8f57e82680275bb91df91ad1,Computers,Train
c612bdfa459e1e2f20d57348336c24be,Computers,Train
96bc1fbb83ad5a2c0441d132fe8bcf97,Baby_Care,Train
84b2e623a4a4327b88f7fe197a09be31,Baby_Care,Train
3b465b02720ef7c930cb2e065a8fc05d,Baby_Care,Train
8e8f5dc78f80eff3c77a9714303f59d2,Computers,Train
0b793c1727ef52285a25dedf8b86626b,Beauty_and_Personal_Care,Train
025a85a3d1cddc6307f7dc075d8d2132,Kitchen_And_Dining,Train
f74e1afad2c545c25ee38193d0eb87d5,Beauty_and_Personal_Care,Train
fb42fce44e11f4dab8de99f8488281f8,Home_Furnishing,Train
a4b09aa7927c59fbb39960b3d7919909,Home_Furnishing,Train
3bf09b28e3bf526c2dfebfe591921103,Home_Decor_And_Festive_Needs,Train
b5aafdb7cfde56f3e9e1364eb1efb691,Watches,Train
edb97bd2433fd9de301c8a44344777bb,Beauty_and_Personal_Care,Train
64247967cbf6cd8bb2e243ac53aa5928,Watches,Train
9a3cdc88ebbba7612e88eac1b82c5f82,Home_Decor_And_Festive_Needs,Train
fda0890dba67c93a7c80b0993651caec,Baby_Care,Train
bc784846bd59a16832454416ac708003,Baby_Care,Train
42c5c528ad7ac8ad7a4e7c31f958e25f,Beauty_and_Personal_Care,Train
26d8d458084ef90d395d303eaeb71587,Home_Decor_And_Festive_Needs,Train
9e81a24714e06b0ca9b4fed8cae42611,Home_Furnishing,Train
8396537a124f502d11ab99972c816129,Beauty_and_Personal_Care,Train
53c4f1e5cb1767f1a6ba05d32dfaf107,Computers,Train
379ebeb2ad76333ab67afe292688512d,Computers,Train
fa2e5f01bbb642c49e4b2e19d2b39dcf,Beauty_and_Personal_Care,Train
640fd08bb3ba538d67a5c0c2c61a5c4c,Beauty_and_Personal_Care,Train
82466269245f199d7f850509307a497b,Computers,Train
c9c4720bca91b8ce27d8190a7c4c139c,Baby_Care,Train
44a6d9f64668b004c3254f3904142064,Watches,Train
83b7c331ebdd018bea7cecb6171eda96,Home_Furnishing,Train
3f97735a6c61a3587cefceaef36c280c,Home_Furnishing,Train
3a7b224bf1bc9cee9052f9c9df0355f6,Watches,Train
0b8c4bc35aee94af356cb1fd2dfa0219,Kitchen_And_Dining,Train
634c89325a6c7752985a74a67f985c1f,Baby_Care,Train
2541b59d54a3a9f2681c0049f7ddd85c,Watches,Train
70af4c3c05688d8400632e134f258b98,Computers,Train
0f7a56876c61ba98dfed48ede5d3f3e1,Home_Decor_And_Festive_Needs,Train
e8ee7868b0c3d1d04b482cd4f3ec5ccc,Computers,Train
af13232271963742c118a1c58affa259,Home_Decor_And_Festive_Needs,Train
2eb07dc77e2fc7e3668fd7ed9b864039,Home_Furnishing,Train
8141b9d5af35017a907b1e88c17f7963,Computers,Train
093bcad64d11c0aed903a8dd787ef069,Baby_Care,Train
8284c10b2890ed53e17de5cfc33cdb96,Watches,Train
e3c741a05c82c54343b94ed8c1292e2a,Kitchen_And_Dining,Train
e0e261a0d4fd2ffdcbcad324e91a0dd4,Home_Furnishing,Train
3f025b9dc8065fe5a155573e5b21a70d,Kitchen_And_Dining,Train
58d7fbbe6d306ecf16e0a7ac05b211d4,Kitchen_And_Dining,Train
2c8912b849cf73676d025aa99203b6d1,Baby_Care,Train
353ddb2c8ab6920d8ad1055abee87dda,Computers,Train
9cd443dad2c8f354fd01869a57fdc171,Home_Decor_And_Festive_Needs,Train
ae03731c3482a5e42d040dbf723c49af,Watches,Train
d202ea988ab11f2327279093ac71975d,Home_Decor_And_Festive_Needs,Train
168618e93387ad7171d4e4e1eeff9d1a,Home_Decor_And_Festive_Needs,Train
750f964cf8e6a16412aaf2b0d0350d0a,Baby_Care,Train
5b378b0925d5409b5d84ceb416fc2afc,Home_Decor_And_Festive_Needs,Train
e365b55f806e5d0abe0094a9f2590e33,Computers,Train
e86daf9ebcdfc5c5dd088cdb7f8f8db6,Computers,Train
70578f48cc96bbb60d040e08025e521d,Baby_Care,Train
7091af252a785131c5a124fb90705fda,Home_Furnishing,Train
9ec6285cc619688d787d641cb87c10d6,Baby_Care,Train
fe05e9ff9e31a310c35626ab6f2b4fe2,Baby_Care,Train
c063d07d78a55a21bf6c0e7c8ae46a6d,Baby_Care,Train
8f41774c16a931d71fcf01f8fee171e0,Home_Decor_And_Festive_Needs,Train
aebf3a2172b33ef09acb472009967812,Home_Decor_And_Festive_Needs,Train
6da53319cc12c9729881f5478ff67223,Kitchen_And_Dining,Train
189fa66a5fa6f08d2802a62ecf0be298,Watches,Train
cd089e2ef349a7f00dcdbf28965914f6,Computers,Train
b551f20c6a8a1dc3d102a5f04bc8d7d6,Beauty_and_Personal_Care,Train
17611e6e94d73ef376834e5c6ee03dde,Home_Decor_And_Festive_Needs,Train
74e5a3f6edb34d7e593a0d1854b0b886,Kitchen_And_Dining,Train
3589e80e8f7f3f3a5b65447389b90c2e,Home_Decor_And_Festive_Needs,Train
c8e2c85eccdc9db55eeb2231385e4f1c,Computers,Train
cdc33ed715261b08e315a2a19427bc23,Beauty_and_Personal_Care,Train
b6c4cb6a29dcbaf7fa958f04c8215547,Home_Furnishing,Train
a445d1f73be8f81dd902fd5dc8529416,Baby_Care,Train
f1484a63c0dc79e96c98b2a250380ed8,Kitchen_And_Dining,Train
1357e9d24661c3b5797aa1016e0c3be1,Kitchen_And_Dining,Train
6eabdbbbffdfae86c3c5177ba0f96ea7,Baby_Care,Train
4e09d5a71d46d61de3d4c9c5aedb73f2,Beauty_and_Personal_Care,Train
29d7a1b4d4f658fc3082905f65e1b009,Baby_Care,Train
69515ea06da8b2b1c881ce34fbf6575a,Kitchen_And_Dining,Train
cb096f17218f0e4ccd7424963e2cd0f8,Beauty_and_Personal_Care,Train
797d10fe966b3aa35933669c3425525b,Watches,Train
8507eb0ef32c1c0db700f20aad6d9bcd,Kitchen_And_Dining,Train
7d99ac27ad194bc62000c46779c42732,Home_Furnishing,Train
dfbd96036cbc28566e964cff04b5b3a8,Home_Furnishing,Train
d0af95243e993331c4357fdf90dc4692,Beauty_and_Personal_Care,Train
30ad2acaccdd2e1691a61c44079c2b5a,Computers,Train
87e0ba259a84a10580bd659466e73e23,Watches,Train
dc0b5ef48b4c132d0651613a9c1e8e40,Baby_Care,Train
b4327c9879644be2a04e9b2df963f6cb,Computers,Train
3d8222014ec36292c1c143c5f5e12c29,Kitchen_And_Dining,Train
e488005c7fb68747d3458c7d73760bae,Home_Decor_And_Festive_Needs,Train
6c441a6ca8eb4e5ca882c9c0df03ff0c,Home_Decor_And_Festive_Needs,Train
f1ee63a5f0db853e2c1b377778580d39,Baby_Care,Train
568f331e1039bf2e0635b899c2b3248f,Computers,Train
9412b6fe7b97e405def91f24f064c547,Watches,Train
13596c5cc53a74268613e5c0b7d46b60,Home_Furnishing,Train
32f24a4303050f500dec7cb3608fe089,Computers,Train
2aaa6083689193df5ab01fe37dea1b5e,Home_Decor_And_Festive_Needs,Train
95b0779b1a04ab70d62c72b53090c4b3,Computers,Train
9906d8f74589c452b00f2b5642a63c5f,Home_Decor_And_Festive_Needs,Train
f28dbe6996336f063e804f353d7de4ce,Home_Decor_And_Festive_Needs,Train
ac209ee3c602efed4ff093854a4ade06,Watches,Train
8818424349b75a67775353d1feef2635,Baby_Care,Train
10ad262ebfdc8614e847d36e6fe9ecf9,Kitchen_And_Dining,Train
c12fd368ff03f5224b92771824cafb9c,Home_Furnishing,Train
7f7c64d439d64656d6baa40f5798cdf5,Baby_Care,Train
14bc693d9b86c58696e5917045e9d4de,Home_Furnishing,Train
8ed6faebe087745cc1a3ed5aec2a57cf,Home_Furnishing,Train
3693c4e7f7efb47edb3d9eec067ffd93,Watches,Train
00cbbc837d340fa163d11e169fbdb952,Home_Furnishing,Train
e56ffc10078972b5f4e7302383db8d72,Home_Furnishing,Train
53b9357d16d4db0a1f9ec4e8ac91e743,Watches,Train
e10cbc680042d27fb747db2ac8e7a585,Baby_Care,Train
3fd4d7ea04624ada39fde3957c7b9b7c,Home_Decor_And_Festive_Needs,Train
0ec47240feda42c63e42f1e9cee60f7a,Home_Furnishing,Train
eaf55e90d0e4295cb84cb0276e78c35c,Beauty_and_Personal_Care,Train
aeb421e416716d5f037d50e8c3b14cd7,Computers,Train
06fdaa2b03d70da4358311d260456729,Kitchen_And_Dining,Train
302c95f6eae5f4ce217fcedc4ef91262,Home_Decor_And_Festive_Needs,Train
726de30d1473ecb9641c1cd5286b6344,Beauty_and_Personal_Care,Train
1be8161a259813bca5d068d5730464e7,Beauty_and_Personal_Care,Train
3ddd2f062730c2aea8bb8843d5a96125,Home_Furnishing,Train
480d24adbc304a52a4e01e45bf8bbccc,Baby_Care,Train
710ed5f2393a4b9e8823aa0029f71f93,Watches,Train
785b4383b12106dd172306d427d8f7b2,Kitchen_And_Dining,Train
a51b2c34b3d5a6e5d0591ee6e0b4d335,Baby_Care,Train
fce2bd96b35d531a4784bc57e19aca4f,Computers,Train
7037dbd17682322c89bdf7203b403381,Watches,Train
c3e1435782c0929327449eec11475b96,Kitchen_And_Dining,Train
258444ac7bb7ad8026800efad5c3502b,Kitchen_And_Dining,Train
80e9cb3d2d7f9ff7bc497c34df366d03,Kitchen_And_Dining,Train
d1e18b4a3aafb0040da2111c8b8ce2e5,Home_Decor_And_Festive_Needs,Train
d376da2235096f74600d842b6f5f2d1a,Beauty_and_Personal_Care,Train
a12d9ae5720ae41446e084911f0c2865,Home_Decor_And_Festive_Needs,Train
d3f4a4336324a3d180de23df1e75b9b7,Beauty_and_Personal_Care,Train
ff24511994fc459d04145231c8876d6c,Home_Furnishing,Train
553aa0252537751d153e7c50029f0242,Watches,Train
15f45d08050e8ba24a14804cba000589,Beauty_and_Personal_Care,Train
c2efa8aa11898bdb5fc4e46201973a42,Baby_Care,Train
8fc61e0dae2460bc6e8f152283d20173,Watches,Train
1fb0fc88acf0dc6ab9528c26252447e6,Beauty_and_Personal_Care,Train
998a39dca0ef610c3a0ea4e9cc6e1681,Home_Furnishing,Train
c9531b92270ef77516d5b5b7ba2568e9,Watches,Train
9b9fc81808086cfd1ce5a2b46e2f9926,Beauty_and_Personal_Care,Train
cb0afa31d9ca796908fde019cd64044d,Computers,Train
89b95537d8697203ab278237289a52a8,Watches,Train
dc777afc918f513a7253187e00a11948,Home_Furnishing,Train
7729e54756a60aecb2067a747c890913,Home_Decor_And_Festive_Needs,Train
d61b368146f83075937e144dab93c6a1,Beauty_and_Personal_Care,Train
79b78739b0ae84780001fec304ce036c,Beauty_and_Personal_Care,Train
328b66226952d8733c0c48295fae1108,Kitchen_And_Dining,Train
f01ff0a82401117e9da22dd680fd2f36,Kitchen_And_Dining,Train
c109187e7975ee8fdb2b3dfbdd9dce20,Home_Decor_And_Festive_Needs,Train
9833d0de7f7e1927c807411c10b19189,Home_Decor_And_Festive_Needs,Train
059493eeb88ebb4cc08d1522f3f87c3f,Beauty_and_Personal_Care,Train
5479bb7028827d60000720a2c135976a,Watches,Train
da8017c195b3bfa4ef002968a3542707,Home_Furnishing,Train
285075cfac3036e8d51591dfe5ba24ab,Home_Furnishing,Train
4e130ed339dcfe20d2c8b66892278a94,Home_Decor_And_Festive_Needs,Train
955abcd11312fce2fd02a91a9b05ae71,Beauty_and_Personal_Care,Train
087e83a2406dc98d941b8555356da477,Watches,Train
a0133654f3911e47f021da4e49d42926,Home_Furnishing,Train
